inventory_id,seller_id,product_id,quantity,unit_price,created_at,updated_at,additional_data
884,201,876,0,18.65,2024-03-20 16:34:02.107866,2024-07-18 16:34:02.107866,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-06-07', 'price': 14.82}, {'date': '2024-07-18', 'price': 18.65}], 'restock_date': '2025-05-06', 'discount_percent': 0, 'minimum_order_quantity': 1}"
885,273,28,10,23.99,2024-04-24 16:34:02.107875,2024-04-24 16:34:02.107875,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
886,300,287,0,370.04,2024-10-01 16:34:02.107882,2025-02-18 16:34:02.107882,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-12-20', 'price': 406.82}, {'date': '2025-02-18', 'price': 370.04}], 'restock_date': '2025-04-21', 'discount_percent': 0, 'minimum_order_quantity': 1}"
887,75,102,110,246.73,2024-01-18 16:34:02.107893,2024-11-12 16:34:02.107893,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-04-05', 'price': 232.51}, {'date': '2024-06-10', 'price': 210.79}, {'date': '2024-07-24', 'price': 178.18}, {'date': '2024-10-20', 'price': 212.82}, {'date': '2024-11-12', 'price': 246.73}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
888,367,340,106,1047.62,2024-09-06 16:34:02.107912,2024-12-15 16:34:02.107912,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-09-28', 'price': 942.63}, {'date': '2024-12-15', 'price': 1047.62}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
889,245,585,1,11.86,2023-08-03 16:34:02.107927,2023-08-24 16:34:02.107927,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-08-24', 'price': 11.86}], 'restock_date': '2025-04-28', 'discount_percent': 0, 'minimum_order_quantity': 1}"
890,33,46,0,99.54,2024-05-18 16:34:02.107934,2024-07-10 16:34:02.107934,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-07-10', 'price': 99.54}], 'restock_date': '2025-04-27', 'discount_percent': 0, 'minimum_order_quantity': 1}"
891,92,900,65,429.99,2023-07-08 16:34:02.107953,2023-07-08 16:34:02.107953,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
892,201,639,18,402.14,2024-10-08 16:34:02.107964,2025-05-19 16:34:02.107964,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-10-27', 'price': 266.56}, {'date': '2025-01-11', 'price': 286.38}, {'date': '2025-01-28', 'price': 350.4}, {'date': '2025-03-24', 'price': 402.14}], 'restock_date': None, 'discount_percent': 17, 'minimum_order_quantity': 3}"
893,158,552,121,26.36,2023-12-18 16:34:02.107984,2024-10-22 16:34:02.107984,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-03-10', 'price': 29.74}, {'date': '2024-05-21', 'price': 27.71}, {'date': '2024-06-28', 'price': 22.63}, {'date': '2024-08-22', 'price': 21.05}, {'date': '2024-10-22', 'price': 26.36}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
894,496,681,157,9.06,2025-03-10 16:34:02.108007,2025-06-20 16:34:02.108007,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-04-16', 'price': 9.06}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
895,383,753,1,429.99,2023-06-16 16:34:02.108022,2023-06-16 16:34:02.108022,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': '2025-04-28', 'discount_percent': 0, 'minimum_order_quantity': 1}"
896,444,551,34,1008.59,2025-01-05 16:34:02.108034,2025-04-24 16:34:02.108034,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-02-23', 'price': 1008.59}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
897,12,13,28,14.7,2024-01-22 16:34:02.108041,2024-06-04 16:34:02.108041,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-03-22', 'price': 14.81}, {'date': '2024-06-04', 'price': 14.7}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
898,309,829,0,129.99,2025-02-28 16:34:02.108058,2025-02-28 16:34:02.108058,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-07', 'discount_percent': 0, 'minimum_order_quantity': 1}"
899,109,435,6,9.23,2024-09-03 16:34:02.108071,2025-01-13 16:34:02.108071,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-09-23', 'price': 6.89}, {'date': '2024-11-19', 'price': 8.06}, {'date': '2024-12-15', 'price': 10.43}, {'date': '2025-01-13', 'price': 9.23}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
900,98,361,6,43.57,2025-02-24 16:34:02.108087,2025-04-27 16:34:02.108087,"{'stock_pattern': 'limited', 'price_history': [{'date': '2025-04-10', 'price': 43.57}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
901,18,794,0,26.61,2023-04-19 16:34:02.108102,2023-09-18 16:34:02.108102,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-07-04', 'price': 21.66}, {'date': '2023-09-18', 'price': 26.61}], 'restock_date': '2025-05-12', 'discount_percent': 0, 'minimum_order_quantity': 1}"
902,25,640,24,24.99,2024-07-09 16:34:02.108120,2024-07-09 16:34:02.108120,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
903,14,166,128,249.89,2024-06-08 16:34:02.108125,2025-01-24 16:34:02.108125,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-09-06', 'price': 191.83}, {'date': '2024-11-06', 'price': 226.46}, {'date': '2025-01-24', 'price': 249.89}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
904,78,86,3,22.32,2024-12-19 16:34:02.108137,2025-02-28 16:34:02.108137,"{'stock_pattern': 'limited', 'price_history': [{'date': '2025-02-28', 'price': 22.32}], 'restock_date': '2025-04-27', 'discount_percent': 0, 'minimum_order_quantity': 1}"
905,71,785,0,192.97,2024-10-10 16:34:02.108154,2025-05-02 16:34:02.108154,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-12-22', 'price': 129.14}, {'date': '2025-02-16', 'price': 166.53}, {'date': '2025-03-14', 'price': 192.97}], 'restock_date': '2025-05-18', 'discount_percent': 0, 'minimum_order_quantity': 1}"
906,349,313,10,63.11,2024-04-06 16:34:02.108170,2024-11-25 16:34:02.108170,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-05-23', 'price': 53.67}, {'date': '2024-07-07', 'price': 66.6}, {'date': '2024-10-04', 'price': 58.43}, {'date': '2024-11-25', 'price': 63.11}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
907,334,18,0,18.45,2023-05-07 16:34:02.108181,2024-03-28 16:34:02.108181,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-07-22', 'price': 12.1}, {'date': '2023-09-07', 'price': 14.84}, {'date': '2023-11-21', 'price': 18.74}, {'date': '2024-02-01', 'price': 19.97}, {'date': '2024-03-28', 'price': 18.45}], 'restock_date': '2025-05-16', 'discount_percent': 3, 'minimum_order_quantity': 1}"
908,309,465,37,268.87,2023-12-18 16:34:02.108202,2024-05-10 16:34:02.108202,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-02-27', 'price': 264.57}, {'date': '2024-05-10', 'price': 268.87}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
909,14,708,47,112.16,2024-03-11 16:34:02.108218,2024-05-13 16:34:02.108218,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-05-13', 'price': 112.16}], 'restock_date': None, 'discount_percent': 18, 'minimum_order_quantity': 1}"
910,396,215,38,30.99,2025-03-04 16:34:02.108226,2025-03-04 16:34:02.108226,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
911,81,588,11,376.72,2023-12-29 16:34:02.108237,2024-11-18 16:34:02.108237,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-02-09', 'price': 251.62}, {'date': '2024-05-09', 'price': 283.34}, {'date': '2024-07-16', 'price': 295.37}, {'date': '2024-09-07', 'price': 362.67}, {'date': '2024-11-18', 'price': 376.72}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
912,28,278,32,4.52,2024-11-01 16:34:02.108255,2025-01-18 16:34:02.108255,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-11-18', 'price': 4.59}, {'date': '2025-01-18', 'price': 4.52}], 'restock_date': None, 'discount_percent': 19, 'minimum_order_quantity': 1}"
913,449,850,167,746.95,2024-02-15 16:34:02.108273,2024-12-20 16:34:02.108273,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-03-28', 'price': 543.55}, {'date': '2024-05-16', 'price': 688.62}, {'date': '2024-08-09', 'price': 643.55}, {'date': '2024-10-06', 'price': 750.56}, {'date': '2024-12-20', 'price': 746.95}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
914,149,215,6,98.74,2024-10-06 16:34:02.108290,2025-04-20 16:34:02.108290,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-12-20', 'price': 95.18}, {'date': '2025-01-22', 'price': 98.74}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
915,327,509,45,57.45,2024-10-09 16:34:02.108304,2025-06-05 16:34:02.108304,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-12-17', 'price': 51.95}, {'date': '2025-01-03', 'price': 47.66}, {'date': '2025-03-13', 'price': 57.45}], 'restock_date': None, 'discount_percent': 20, 'minimum_order_quantity': 1}"
916,217,445,117,37.01,2023-07-14 16:34:02.108320,2023-09-12 16:34:02.108320,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-08-23', 'price': 44.68}, {'date': '2023-09-12', 'price': 37.01}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
917,26,442,107,195.6,2023-11-27 16:34:02.108333,2024-12-08 16:34:02.108333,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-02-17', 'price': 129.91}, {'date': '2024-04-07', 'price': 135.82}, {'date': '2024-06-14', 'price': 176.14}, {'date': '2024-09-09', 'price': 228.54}, {'date': '2024-12-08', 'price': 195.6}], 'restock_date': None, 'discount_percent': 21, 'minimum_order_quantity': 1}"
918,85,22,0,48.83,2024-09-20 16:34:02.108347,2024-11-02 16:34:02.108347,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-10-09', 'price': 50.12}, {'date': '2024-11-02', 'price': 48.83}], 'restock_date': '2025-05-08', 'discount_percent': 0, 'minimum_order_quantity': 3}"
919,273,145,1,949.99,2023-09-30 16:34:02.108358,2023-09-30 16:34:02.108358,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': '2025-04-25', 'discount_percent': 27, 'minimum_order_quantity': 1}"
920,353,18,4,20.64,2024-07-25 16:34:02.108363,2024-10-03 16:34:02.108363,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-10-03', 'price': 20.64}], 'restock_date': '2025-05-11', 'discount_percent': 24, 'minimum_order_quantity': 1}"
921,72,100,15,36.38,2023-06-04 16:34:02.108371,2023-08-10 16:34:02.108371,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-07-04', 'price': 33.49}, {'date': '2023-08-10', 'price': 36.38}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
922,10,253,16,37.99,2023-07-15 16:34:02.108382,2023-07-15 16:34:02.108382,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 29, 'minimum_order_quantity': 1}"
923,89,98,19,7.75,2025-01-18 16:34:02.108387,2025-06-01 16:34:02.108387,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-03-23', 'price': 7.75}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
924,55,587,98,9.79,2023-11-12 16:34:02.108400,2024-03-24 16:34:02.108400,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-01-02', 'price': 9.32}, {'date': '2024-03-24', 'price': 9.79}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
925,228,247,190,20.99,2024-07-13 16:34:02.108410,2024-07-13 16:34:02.108410,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
926,212,486,2,62.99,2024-03-18 16:34:02.108419,2024-03-18 16:34:02.108419,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': '2025-05-15', 'discount_percent': 0, 'minimum_order_quantity': 1}"
927,168,454,5,214.44,2024-05-11 16:34:02.108430,2025-05-08 16:34:02.108430,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-07-30', 'price': 193.83}, {'date': '2024-10-12', 'price': 168.98}, {'date': '2025-01-06', 'price': 195.91}, {'date': '2025-03-24', 'price': 214.44}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
928,290,583,70,1399.65,2023-10-18 16:34:02.108450,2024-04-19 16:34:02.108450,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-01-02', 'price': 1708.53}, {'date': '2024-03-25', 'price': 1694.48}, {'date': '2024-04-19', 'price': 1399.65}], 'restock_date': None, 'discount_percent': 12, 'minimum_order_quantity': 1}"
929,42,611,0,62.99,2024-06-04 16:34:02.108467,2024-06-04 16:34:02.108467,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-12', 'discount_percent': 0, 'minimum_order_quantity': 1}"
930,469,526,19,591.78,2025-01-08 16:34:02.108479,2025-02-27 16:34:02.108479,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-02-27', 'price': 591.78}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
931,46,432,162,68.13,2023-06-23 16:34:02.108491,2023-12-27 16:34:02.108491,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-08-05', 'price': 92.4}, {'date': '2023-09-29', 'price': 75.3}, {'date': '2023-12-27', 'price': 68.13}], 'restock_date': None, 'discount_percent': 2, 'minimum_order_quantity': 1}"
932,7,903,30,205.06,2023-12-22 16:34:02.108512,2024-01-17 16:34:02.108512,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-01-17', 'price': 205.06}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
933,16,680,0,41.43,2023-12-14 16:34:02.108527,2024-05-08 16:34:02.108527,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-02-20', 'price': 31.88}, {'date': '2024-05-08', 'price': 41.43}], 'restock_date': '2025-04-19', 'discount_percent': 3, 'minimum_order_quantity': 1}"
934,210,218,0,629.99,2025-02-02 16:34:02.108539,2025-02-02 16:34:02.108539,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-15', 'discount_percent': 0, 'minimum_order_quantity': 3}"
935,74,579,7,347.0,2024-02-23 16:34:02.108552,2024-07-11 16:34:02.108552,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-04-12', 'price': 342.49}, {'date': '2024-07-11', 'price': 347.0}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
936,458,320,27,19.99,2025-02-05 16:34:02.108564,2025-02-05 16:34:02.108564,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 26, 'minimum_order_quantity': 1}"
937,7,805,29,18.29,2024-04-30 16:34:02.108578,2024-12-18 16:34:02.108578,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-06-15', 'price': 17.65}, {'date': '2024-07-14', 'price': 19.17}, {'date': '2024-09-08', 'price': 21.19}, {'date': '2024-11-14', 'price': 17.57}, {'date': '2024-12-18', 'price': 18.29}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
938,70,815,0,95.45,2024-06-30 16:34:02.108602,2024-12-11 16:34:02.108602,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-08-26', 'price': 84.96}, {'date': '2024-10-20', 'price': 88.03}, {'date': '2024-11-05', 'price': 107.28}, {'date': '2024-12-11', 'price': 95.45}], 'restock_date': '2025-05-01', 'discount_percent': 0, 'minimum_order_quantity': 1}"
939,99,604,178,6.54,2023-11-02 16:34:02.108623,2024-03-10 16:34:02.108623,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-12-20', 'price': 7.44}, {'date': '2024-03-10', 'price': 6.54}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
940,29,307,34,1257.09,2024-04-15 16:34:02.108635,2024-08-06 16:34:02.108635,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-07-01', 'price': 1256.15}, {'date': '2024-08-06', 'price': 1257.09}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
941,83,908,26,34.19,2024-05-17 16:34:02.108653,2024-08-05 16:34:02.108653,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-06-18', 'price': 28.9}, {'date': '2024-08-05', 'price': 34.19}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
942,444,19,32,1464.78,2023-05-04 16:34:02.108661,2023-12-13 16:34:02.108661,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-07-11', 'price': 1431.58}, {'date': '2023-08-17', 'price': 1439.24}, {'date': '2023-10-03', 'price': 1783.05}, {'date': '2023-12-13', 'price': 1464.78}], 'restock_date': None, 'discount_percent': 2, 'minimum_order_quantity': 1}"
943,336,681,28,45.99,2023-05-20 16:34:02.108681,2023-05-20 16:34:02.108681,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 17, 'minimum_order_quantity': 2}"
944,56,436,197,38.87,2024-07-31 16:34:02.108690,2025-03-18 16:34:02.108690,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-10-13', 'price': 30.86}, {'date': '2024-11-10', 'price': 35.23}, {'date': '2025-01-04', 'price': 32.62}, {'date': '2025-03-18', 'price': 38.87}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 2}"
945,192,14,39,109.99,2025-03-13 16:34:02.108702,2025-03-13 16:34:02.108702,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
946,326,256,9,177.08,2023-12-08 16:34:02.108709,2024-05-29 16:34:02.108709,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-01-05', 'price': 117.11}, {'date': '2024-03-14', 'price': 147.62}, {'date': '2024-05-29', 'price': 177.08}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
947,496,94,3,36.99,2023-07-28 16:34:02.108719,2023-07-28 16:34:02.108719,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': '2025-04-27', 'discount_percent': 30, 'minimum_order_quantity': 1}"
948,38,113,90,29.09,2024-03-12 16:34:02.108726,2024-11-08 16:34:02.108726,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-05-28', 'price': 19.2}, {'date': '2024-07-07', 'price': 19.42}, {'date': '2024-09-19', 'price': 24.39}, {'date': '2024-11-08', 'price': 29.09}], 'restock_date': None, 'discount_percent': 16, 'minimum_order_quantity': 1}"
949,26,174,32,43.75,2024-05-30 16:34:02.108739,2025-05-08 16:34:02.108739,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-08-12', 'price': 37.87}, {'date': '2024-10-16', 'price': 41.48}, {'date': '2025-01-07', 'price': 53.7}, {'date': '2025-04-01', 'price': 43.75}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
950,140,816,1,71.99,2025-03-05 16:34:02.108761,2025-03-05 16:34:02.108761,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': '2025-04-20', 'discount_percent': 15, 'minimum_order_quantity': 1}"
951,9,811,35,324.55,2025-01-30 16:34:02.108777,2025-06-17 16:34:02.108777,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-04-05', 'price': 324.55}], 'restock_date': None, 'discount_percent': 28, 'minimum_order_quantity': 1}"
952,86,633,77,44.99,2024-02-26 16:34:02.108792,2024-02-26 16:34:02.108792,"{'stock_pattern': 'overstocked', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
953,348,415,188,460.86,2025-01-23 16:34:02.108800,2025-03-25 16:34:02.108800,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-03-25', 'price': 460.86}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
954,48,948,1,955.87,2024-06-10 16:34:02.108817,2024-07-17 16:34:02.108817,"{'stock_pattern': 'limited', 'price_history': [{'date': '2024-06-30', 'price': 962.02}, {'date': '2024-07-17', 'price': 955.87}], 'restock_date': '2025-04-27', 'discount_percent': 14, 'minimum_order_quantity': 1}"
955,217,839,9,21.17,2023-09-18 16:34:02.108837,2023-11-08 16:34:02.108837,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-11-08', 'price': 21.17}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
956,449,4,0,62.85,2023-10-09 16:34:02.108843,2024-02-18 16:34:02.108843,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-11-23', 'price': 68.63}, {'date': '2024-02-18', 'price': 62.85}], 'restock_date': '2025-04-19', 'discount_percent': 0, 'minimum_order_quantity': 1}"
957,15,230,156,25.72,2024-06-10 16:34:02.108855,2024-11-13 16:34:02.108855,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-07-26', 'price': 19.66}, {'date': '2024-08-10', 'price': 18.53}, {'date': '2024-10-23', 'price': 23.01}, {'date': '2024-11-13', 'price': 25.72}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
958,62,59,170,134.74,2023-09-24 16:34:02.108868,2024-04-03 16:34:02.108868,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-10-12', 'price': 193.57}, {'date': '2023-12-24', 'price': 196.03}, {'date': '2024-02-24', 'price': 167.96}, {'date': '2024-04-03', 'price': 134.74}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 3}"
959,12,918,49,537.66,2023-11-03 16:34:02.108891,2024-03-19 16:34:02.108891,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-12-26', 'price': 510.13}, {'date': '2024-03-19', 'price': 537.66}], 'restock_date': None, 'discount_percent': 9, 'minimum_order_quantity': 1}"
960,78,24,0,10.99,2024-04-20 16:34:02.108899,2024-04-20 16:34:02.108899,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-05-03', 'discount_percent': 10, 'minimum_order_quantity': 1}"
961,3,379,9,129.99,2024-03-06 16:34:02.108909,2024-03-06 16:34:02.108909,"{'stock_pattern': 'limited', 'price_history': [], 'restock_date': None, 'discount_percent': 10, 'minimum_order_quantity': 1}"
962,218,82,38,379.99,2024-03-31 16:34:02.108913,2024-03-31 16:34:02.108913,"{'stock_pattern': 'normal', 'price_history': [], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
963,414,764,43,47.05,2025-02-22 16:34:02.108926,2025-04-17 16:34:02.108926,"{'stock_pattern': 'normal', 'price_history': [{'date': '2025-03-20', 'price': 54.48}, {'date': '2025-04-17', 'price': 47.05}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
964,0,504,60,654.98,2023-08-03 16:34:02.108940,2024-01-22 16:34:02.108940,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2023-09-14', 'price': 490.38}, {'date': '2023-10-18', 'price': 508.24}, {'date': '2023-11-20', 'price': 605.97}, {'date': '2024-01-22', 'price': 654.98}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
965,212,231,0,106.68,2023-08-17 16:34:02.108956,2023-10-18 16:34:02.108956,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-10-18', 'price': 106.68}], 'restock_date': '2025-04-25', 'discount_percent': 0, 'minimum_order_quantity': 1}"
966,13,375,0,1272.65,2024-11-13 16:34:02.108968,2025-01-28 16:34:02.108968,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2025-01-28', 'price': 1272.65}], 'restock_date': '2025-05-16', 'discount_percent': 2, 'minimum_order_quantity': 1}"
967,80,548,46,49.52,2023-08-05 16:34:02.108982,2023-10-24 16:34:02.108982,"{'stock_pattern': 'normal', 'price_history': [{'date': '2023-09-13', 'price': 38.57}, {'date': '2023-10-24', 'price': 49.52}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
968,21,673,130,635.29,2024-06-06 16:34:02.108998,2024-09-12 16:34:02.108998,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2024-08-13', 'price': 645.57}, {'date': '2024-09-12', 'price': 635.29}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
969,27,938,147,1119.76,2024-11-29 16:34:02.109017,2025-05-09 16:34:02.109017,"{'stock_pattern': 'overstocked', 'price_history': [{'date': '2025-02-09', 'price': 1119.76}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
970,58,245,18,13.74,2024-08-16 16:34:02.109026,2024-09-28 16:34:02.109026,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-09-28', 'price': 13.74}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 1}"
971,26,677,0,1419.99,2024-06-28 16:34:02.109040,2024-06-28 16:34:02.109040,"{'stock_pattern': 'out_of_stock', 'price_history': [], 'restock_date': '2025-04-19', 'discount_percent': 0, 'minimum_order_quantity': 1}"
972,318,938,0,1027.12,2024-05-13 16:34:02.109057,2024-08-10 16:34:02.109057,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-06-02', 'price': 1000.88}, {'date': '2024-07-06', 'price': 995.22}, {'date': '2024-08-10', 'price': 1027.12}], 'restock_date': '2025-05-04', 'discount_percent': 0, 'minimum_order_quantity': 1}"
973,174,207,0,563.67,2023-11-08 16:34:02.109072,2024-01-29 16:34:02.109072,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2024-01-29', 'price': 563.67}], 'restock_date': '2025-05-06', 'discount_percent': 0, 'minimum_order_quantity': 1}"
974,37,206,1,762.59,2023-07-05 16:34:02.109083,2024-05-14 16:34:02.109083,"{'stock_pattern': 'limited', 'price_history': [{'date': '2023-09-27', 'price': 645.94}, {'date': '2023-12-10', 'price': 678.23}, {'date': '2024-02-22', 'price': 665.32}, {'date': '2024-05-14', 'price': 762.59}], 'restock_date': '2025-05-01', 'discount_percent': 0, 'minimum_order_quantity': 1}"
975,463,640,0,52.45,2023-09-26 16:34:02.109105,2024-06-23 16:34:02.109105,"{'stock_pattern': 'out_of_stock', 'price_history': [{'date': '2023-11-02', 'price': 34.73}, {'date': '2023-11-25', 'price': 43.05}, {'date': '2024-02-17', 'price': 54.83}, {'date': '2024-04-21', 'price': 44.17}, {'date': '2024-06-23', 'price': 52.45}], 'restock_date': '2025-05-17', 'discount_percent': 0, 'minimum_order_quantity': 1}"
976,486,929,20,349.81,2024-10-03 16:34:02.109133,2024-12-27 16:34:02.109133,"{'stock_pattern': 'normal', 'price_history': [{'date': '2024-11-08', 'price': 353.8}, {'date': '2024-12-27', 'price': 349.81}], 'restock_date': None, 'discount_percent': 0, 'minimum_order_quantity': 3}"
